price,year,manufacturer,make,fuel,miles,title_status,transmission,drive,type,paint_color,similarity
8.217602103706138e-05,0.125,0,0,1,1.8658805090122027e-05,0,1,0,0,1,0.2841000758932843
0.0017730496453900709,0.125,0,0,1,7.883326763894364e-05,0,1,0,0,1,0.2842592620830027
0.00011200716845878136,0.3333333333333333,0,0,0,3.1249023468016625e-05,0,1,0,0,1,0.21213423541138726
0.0001226241569589209,0.1111111111111111,0,0,0,3.6763354288445275e-05,1,1,0,0,1,0.2828427726020326
0.0001541782300339192,0.3333333333333333,0,0,1,0.00017780938833570413,1,1,1,0,1,0.48487866554106385
0.0002961208172934557,0.2,0,0,1,4.906530592218242e-05,1,1,1,0,1,0.47275865328392874
3.7537537537537536e-05,0.1,0,0,1,1.204804761388417e-05,0,1,0,0,1,0.28182268959865014
0.001364256480218281,0.09090909090909091,0,0,1,8.43497477942541e-06,0,1,0,0,1,0.2811165256694626
0.00011016855789357717,0.25,0,0,1,3.571301024963394e-05,1,1,0,0,1,0.3863768983243766
0.00024449877750611245,0.14285714285714285,0,0,1,1.0604341417376274e-05,1,1,0,0,1,0.37664656781600603
0.00015733165512901197,0.5,0,0,1,2.8408283855572283e-05,1,1,1,0,1,0.5000168854489986
0.00034281796366129587,0.5,0,0,1,1.8181487609316193e-05,1,1,0,0,1,0.4091237272228428
0.0005379236148466917,0.5,0,0,1,5.847919018017438e-06,1,1,1,0,1,0.5000494337758059
0.00015862944162436547,1.0,0,0,1,6.134517704218094e-06,1,1,1,0,1,0.5454695239963026
0.0003619254433586681,0.08333333333333333,0,0,0,6.666666666666667e-06,1,1,1,0,1,0.3712456295857599
0.0001199616122840691,0.14285714285714285,0,0,1,1.351333090093377e-05,0,1,0,0,1,0.28572641980002983
0.00020977554017201594,0.125,0,0,1,1.8181487609316193e-05,1,1,0,0,1,0.37502072336616193
0.00021141649048625792,0.2,0,0,1,3.333222225925803e-05,1,1,1,0,1,0.4727495226102496
0.0002991325157044571,0.09090909090909091,0,0,1,9.573867172166853e-06,1,1,1,0,1,0.46283798157199707
0.00011013215859030837,0.25,0,0,1,5.88200694076819e-05,1,1,1,0,1,0.47728808656618166
0.00013419216317767042,0.3333333333333333,0,0,1,1.7237812866303522e-05,1,1,1,0,1,0.48486225120994336
5.0055060566623285e-05,0.1111111111111111,0,0,1,1.694886527346994e-05,0,1,0,0,1,0.2828343740942683
0.00017866714311238162,0.3333333333333333,0,0,1,1.1764567475676756e-05,1,1,1,0,1,0.4848657968221746
0.0001541782300339192,0.16666666666666666,0,0,0,7.417847340701729e-05,1,1,0,1,1,0.37880863848819163
0.0015174506828528073,0.14285714285714285,0,0,0,3.333222225925803e-05,1,1,0,1,1,0.3767643568874778
0.00011061946902654867,0.125,0,0,0,6.671069572584573e-06,0,1,0,1,1,0.28410157186714535
0.0005434782608695652,0.1111111111111111,0,0,1,8.196049504139005e-05,1,1,0,1,1,0.4647033227151838
0.0013698630136986301,0.1111111111111111,0,0,0,0.0004997501249375312,0,1,0,1,1,0.28299824765906795
0.00026925148088314486,0.125,0,0,1,0.0001999600079984003,1,1,1,1,1,0.5568608374080801
0.00019353590090961874,0.1,0,0,0,0.000999000999000999,1,1,1,1,1,0.46374477608181003
0.0004928536224741252,0.14285714285714285,0,0,0,1.3588802826470989e-05,0,1,0,1,1,0.28576032593476763
0.0005367686527106817,0.25,0,0,0,3.1249023468016625e-05,0,1,0,1,1,0.29550618342510715
0.00010968520346605243,0.14285714285714285,0,0,0,1.5557180416621293e-05,0,1,0,1,1,0.2857256713855478
0.00048828125,0.1111111111111111,0,0,1,2.9410899679421194e-05,1,1,0,1,1,0.4646935275691628
5.109600940166573e-05,0.16666666666666666,0,0,0,9.09008271975275e-05,1,1,0,1,1,0.378800787591206
0.0002448579823702253,0.125,0,0,0,6.756711103303356e-06,1,1,1,1,1,0.46593196497213396
0.00011061946902654867,0.1111111111111111,0,0,1,1.769880179111874e-05,1,1,1,1,1,0.5555672208529026
0.0006697923643670462,0.125,0,0,1,0.00014283673760891302,0,1,0,1,1,0.3750738753729069
0.00011016855789357717,0.125,0,0,1,2.8168220613503847e-05,1,1,1,1,1,0.5568307578889552
0.0003846153846153846,0.14285714285714285,0,0,1,0.0001569612305760477,0,1,0,1,1,0.3766726108611213
0.0004478280340349306,0.1111111111111111,0,0,1,0.000434593654932638,1,1,1,1,1,0.5556357757090981
0.000224517287831163,0.125,0,0,1,6.73849906671788e-06,1,1,0,1,1,0.46593011416244523
0.00027122321670735016,0.125,0,0,1,1.7021853165749785e-07,1,1,0,1,1,0.4659337630395672
0.001607717041800643,0.1111111111111111,0,0,0,3.5942779095679676e-05,1,1,1,1,1,0.4647958882665461
0.0004478280340349306,0.125,0,0,1,2.150491387281994e-05,1,1,1,1,1,0.5568608484498099
0.0004478280340349306,0.1111111111111111,0,0,1,3.246647836109217e-05,0,1,0,1,1,0.37378103687486425
0.000224517287831163,0.16666666666666666,0,0,0,1.9607458677280836e-05,0,1,0,1,1,0.2879009810375614
0.00028074115665356543,0.16666666666666666,0,0,0,2.777700619427238e-05,0,1,0,1,1,0.2879068349845013
0.0003363605785401951,0.125,0,0,0,0.00011109876680368848,1,1,0,1,1,0.37504067812230396
0.0001577784790154623,0.3333333333333333,0,0,0,1.649430121892886e-05,0,1,0,1,1,0.30304614601032437
0.00011016855789357717,0.125,0,0,1,9.522902580706599e-05,1,1,0,1,1,0.46592776341670006
0.0008904719501335708,0.1111111111111111,0,0,1,0.00016663889351774705,1,1,1,1,1,0.5556516565413421
0.000384172109104879,0.16666666666666666,0,0,1,9.522902580706599e-05,0,1,0,1,1,0.3788314607092344
0.00016005121638924455,0.2,0,0,0,1.724108205030948e-05,1,1,1,1,1,0.47274339020894907
0.00011584800741427248,0.5,0,0,0,1.972347685449991e-05,1,1,0,1,1,0.4091032337712972
0.00020279862096937742,0.25,0,0,1,0.00010751532093323298,0,1,0,1,1,0.3863918467219911
0.00011016855789357717,0.125,0,0,1,4.877810838495683e-05,0,1,0,1,1,0.3750144496969344
0.0001913143294432753,0.25,0,0,0,6.6666222225185165e-06,1,1,1,1,1,0.4772907255410605
0.00011634671320535195,0.3333333333333333,0,0,0,6.671069572584573e-06,0,1,0,1,1,0.30304148646510104
0.00014188422247446084,1.0,0,0,0,0.001142857142857143,0,1,0,1,1,0.36375315830593924
0.00020588840848260242,1.0,0,0,1,3.846005922849121e-05,1,1,0,1,1,0.5454767589516101
0.0001585288522511097,0.1111111111111111,0,0,0,7.407352538129347e-06,1,1,0,1,1,0.3737524588469
